source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0042743,hydrogen peroxide metabolic process,0.16980271793834498,False,"""The chemical reactions and pathways involving hydrogen peroxide (H2O2), a potentially harmful byproduct of aerobic cellular respiration which can cause damage to DNA."" [GOC:jl, PMID:21734470]",104,389,5,22737,0.012853470437017995,0.04807692307692308,query_1,['GO:0072593']
GO:BP,GO:0010218,response to far red light,0.17376131442061152,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of far red light stimulus. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."" [GOC:mtg_far_red, GOC:tb]",42,389,3,22737,0.007712082262210797,0.07142857142857142,query_1,['GO:0009639']
GO:BP,GO:0031667,response to nutrient levels,0.1751825679513275,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]",219,389,8,22737,0.02056555269922879,0.0365296803652968,query_1,['GO:0050896']
GO:BP,GO:0060255,regulation of macromolecule metabolic process,0.1759572514707289,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2313,389,51,22737,0.13110539845758354,0.02204928664072633,query_1,"['GO:0019222', 'GO:0043170']"
GO:BP,GO:0048585,negative regulation of response to stimulus,0.17738664608153543,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",220,389,8,22737,0.02056555269922879,0.03636363636363636,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0048235,pollen sperm cell differentiation,0.18191974162733893,False,"""The process in which a relatively unspecialized cell acquires specialized features of a haploid sperm cell within the plant gametophyte."" [CL:0000366, GOC:jid, GOC:mtg_sensu]",18,389,2,22737,0.005141388174807198,0.1111111111111111,query_1,"['GO:0003006', 'GO:0030154', 'GO:0048232', 'GO:0055046']"
GO:BP,GO:0023052,signaling,0.1826042249138418,False,"""The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered."" [GOC:mtg_signal, GOC:mtg_signaling_feb11, GOC:signaling]",1496,389,35,22737,0.08997429305912596,0.02339572192513369,query_1,['GO:0050789']
GO:BP,GO:0022414,reproductive process,0.183167948141542,False,"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]",1497,389,35,22737,0.08997429305912596,0.02338009352037408,query_1,['GO:0008150']
GO:BP,GO:0009620,response to fungus,0.1846127303459776,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a fungus."" [GOC:hb]",392,389,12,22737,0.030848329048843187,0.030612244897959183,query_1,['GO:0051707']
GO:BP,GO:0006952,defense response,0.1864418789204464,False,"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]",1249,389,30,22737,0.07712082262210797,0.02401921537229784,query_1,['GO:0006950']
GO:BP,GO:0071489,cellular response to red or far red light,0.19585387943478125,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a red or far red light stimulus. Red light is electromagnetic radiation of wavelength of 580-700nm. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."" [GOC:mah]",76,389,4,22737,0.010282776349614395,0.05263157894736842,query_1,"['GO:0009639', 'GO:0071482']"
GO:BP,GO:0016102,diterpenoid biosynthetic process,0.19585387943478125,False,"""The chemical reactions and pathways resulting in the formation of diterpenoid compounds, terpenoids with four isoprene units."" [GOC:mah, ISBN:0198547684]",45,389,3,22737,0.007712082262210797,0.06666666666666667,query_1,"['GO:0016101', 'GO:0016114']"
GO:BP,GO:0046283,anthocyanin-containing compound metabolic process,0.19585387943478125,False,"""The chemical reactions and pathways involving anthocyanins, any member of a group of intensely colored soluble glycosides of anthocyanidins that occur in plants. They are responsible from most of the scarlet, purple, mauve and blue coloring in higher plants, especially of flowers."" [ISBN:0198506732]",45,389,3,22737,0.007712082262210797,0.06666666666666667,query_1,"['GO:0009812', 'GO:0042440']"
GO:BP,GO:0031669,cellular response to nutrient levels,0.20329386119733758,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]",149,389,6,22737,0.015424164524421594,0.040268456375838924,query_1,"['GO:0031667', 'GO:0051716']"
GO:BP,GO:0007165,signal transduction,0.2039377847110388,False,"""The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell."" [GOC:go_curators, GOC:mtg_signaling_feb11]",1464,389,34,22737,0.08740359897172237,0.023224043715846996,query_1,"['GO:0007154', 'GO:0009987', 'GO:0023052', 'GO:0050794', 'GO:0051716']"
GO:BP,GO:0007154,cell communication,0.2048057680402273,False,"""Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:mah]",1516,389,35,22737,0.08997429305912596,0.02308707124010554,query_1,['GO:0009987']
GO:BP,GO:0009735,response to cytokinin,0.20755380465229306,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokinin stimulus."" [GOC:jl]",113,389,5,22737,0.012853470437017995,0.04424778761061947,query_1,['GO:0009725']
GO:BP,GO:0009961,response to 1-aminocyclopropane-1-carboxylic acid,0.20828900548021545,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a 1-aminocyclopropane-1-carboxylic acid stimulus."" [GOC:jl]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0043200', 'GO:1901698', 'GO:1901700']"
GO:BP,GO:0010432,bract development,0.20828900548021545,False,"""The process whose specific outcome is the progression of the bract over time, from its formation to the mature structure. A bract is a leaf, usually different in form from the foliage leaves, subtending a flower or inflorescence."" [GOC:tb, PMID:16554366, PO:0009055]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,['GO:0048827']
GO:BP,GO:0010380,regulation of chlorophyll biosynthetic process,0.20828900548021545,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."" [PMID:17291312]",21,389,2,22737,0.005141388174807198,0.09523809523809523,query_1,"['GO:0015995', 'GO:0090056', 'GO:1901463']"
GO:BP,GO:0070982,L-asparagine metabolic process,0.20828900548021545,False,"""The chemical reactions and pathways involving L-asparagine, (2S)-2-amino-3-carbamoylpropanoic acid."" [GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0006528', 'GO:0170033', 'GO:0170039']"
GO:BP,GO:0070981,L-asparagine biosynthetic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the formation of asparagine, (2S)-2-amino-3-carbamoylpropanoic acid."" [GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0009067', 'GO:0070982']"
GO:BP,GO:0062211,root regeneration,0.20828900548021545,False,"""The the regeneration process by which a damaged or lost root regrows or re-differentiates. This process may occur via de-differentiation and subsequent reprogramming of somatic cells or activation of existing undifferentiated (meristematic) cells to form a new root meristem and subsequently new root."" [PMID:27143753]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0031099', 'GO:0048364']"
GO:BP,GO:0046247,terpene catabolic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the breakdown of terpenes, any of a large group of hydrocarbons made up of isoprene units."" [GOC:ai]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0008300', 'GO:0042214', 'GO:0120253']"
GO:BP,GO:0015843,methylammonium transport,0.20828900548021545,False,"""The directed movement of methylammonium into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0015695', 'GO:0015837', 'GO:0019755']"
GO:BP,GO:0015808,L-alanine transport,0.20828900548021545,False,"""The directed movement of L-alanine, the L-enantiomer of 2-aminopropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, GOC:jsg, GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0015807', 'GO:0032328']"
GO:BP,GO:0071497,cellular response to freezing,0.20828900548021545,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a freezing stimulus, temperatures below 0 degrees Celsius."" [GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0050826', 'GO:0070417']"
GO:BP,GO:0034758,positive regulation of iron ion transport,0.20828900548021545,False,"""Any process that activates or increases the frequency, rate or extent of the directed movement of iron ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0006826', 'GO:0034756', 'GO:0043270']"
GO:BP,GO:0035194,regulatory ncRNA-mediated post-transcriptional gene silencing,0.20828900548021545,False,"""A posttranscriptional gene silencing pathway in which regulatory RNAs elicit silencing of specific target genes, either by mRNA destabilization or inhibition of translation."" [GOC:ems, PMID:11201747, PMID:11713190, PMID:15020054, PMID:15066275, PMID:18771919, PMID:32885814, PMID:33184244]",79,389,4,22737,0.010282776349614395,0.05063291139240506,query_1,"['GO:0016441', 'GO:0031047']"
GO:BP,GO:0098712,L-glutamate import across plasma membrane,0.20828900548021545,False,"""The directed movement of L-glutamate from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0015813', 'GO:0089718']"
GO:BP,GO:0006721,terpenoid metabolic process,0.20828900548021545,False,"""The chemical reactions and pathways involving terpenoids, any member of a class of compounds characterized by an isoprenoid chemical structure and including derivatives with various functional groups."" [ISBN:0198506732]",152,389,6,22737,0.015424164524421594,0.039473684210526314,query_1,['GO:0006720']
GO:BP,GO:0089718,amino acid import across plasma membrane,0.20828900548021545,False,"""The directed movement of an amino acid from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:krc, PMID:8195186]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0003333', 'GO:0098739']"
GO:BP,GO:0009809,lignin biosynthetic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the formation of lignins, a class of polymers formed by the dehydrogenetive radical polymerization of various phenylpropanoid monomers."" [GOC:tair_curators, ISBN:0198547684]",48,389,3,22737,0.007712082262210797,0.0625,query_1,"['GO:0009699', 'GO:0009808']"
GO:BP,GO:0034219,carbohydrate transmembrane transport,0.20828900548021545,False,"""The process in which a carbohydrate is transported across a membrane."" [GOC:mah]",48,389,3,22737,0.007712082262210797,0.0625,query_1,"['GO:0008643', 'GO:0055085']"
GO:BP,GO:0033530,raffinose metabolic process,0.20828900548021545,False,"""The chemical reactions and pathways involving raffinose, the trisaccharide beta-D-fructofuranosyl alpha-D-galactopyranosyl-(1->6)-alpha-D-glucopyranoside."" [GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,['GO:0009311']
GO:BP,GO:0016118,carotenoid catabolic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the breakdown of carotenoids, tetraterpenoid compounds in which two units of 4 isoprenoid residues joined head-to-tail are themselves joined tail-to-tail."" [GOC:go_curators]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0016110', 'GO:0016116']"
GO:BP,GO:0120253,hydrocarbon catabolic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the breakdown of a hydrocarbon, a compound consisting of carbon and hydrogen only."" [GOC:krc, Wikipedia:Hydrocarbon]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0009056', 'GO:0120252']"
GO:BP,GO:0032328,alanine transport,0.20828900548021545,False,"""The directed movement of alanine, 2-aminopropanoic acid, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0015695', 'GO:0015804', 'GO:0046942', 'GO:0071705']"
GO:BP,GO:0016121,carotene catabolic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the breakdown of carotenes, hydrocarbon carotenoids."" [GOC:go_curators]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,"['GO:0016119', 'GO:0046247']"
GO:BP,GO:0016101,diterpenoid metabolic process,0.20828900548021545,False,"""The chemical reactions and pathways involving diterpenoid compounds, terpenoids with four isoprene units."" [ISBN:0198547684]",48,389,3,22737,0.007712082262210797,0.0625,query_1,['GO:0006721']
GO:BP,GO:0006528,asparagine metabolic process,0.20828900548021545,False,"""The chemical reactions and pathways involving asparagine, 2-amino-3-carbamoylpropanoic acid."" [GOC:go_curators]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,['GO:0019752']
GO:BP,GO:0016110,tetraterpenoid catabolic process,0.20828900548021545,False,"""The chemical reactions and pathways resulting in the breakdown of tetraterpenoid compounds, terpenoids with eight isoprene units."" [GOC:go_curators]",3,389,1,22737,0.002570694087403599,0.3333333333333333,query_1,['GO:0016115']
GO:BP,GO:0140115,export across plasma membrane,0.214441988841871,False,"""The directed movement of some substance from inside of a cell, across the plasma membrane and into the extracellular region."" [GOC:pg]",82,389,4,22737,0.010282776349614395,0.04878048780487805,query_1,"['GO:0055085', 'GO:0140352']"
GO:BP,GO:0034605,cellular response to heat,0.22095477429766502,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:mah]",50,389,3,22737,0.007712082262210797,0.06,query_1,"['GO:0009408', 'GO:0033554']"
GO:BP,GO:0009631,cold acclimation,0.2309207316033108,False,"""Any process that increases freezing tolerance of an organism in response to low, nonfreezing temperatures."" [GOC:syr]",51,389,3,22737,0.007712082262210797,0.058823529411764705,query_1,['GO:0009409']
GO:BP,GO:0006869,lipid transport,0.2317644269893429,False,"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]",121,389,5,22737,0.012853470437017995,0.04132231404958678,query_1,"['GO:0006810', 'GO:0010876']"
GO:BP,GO:1901463,regulation of tetrapyrrole biosynthetic process,0.2318604654482952,False,"""Any process that modulates the frequency, rate or extent of tetrapyrrole biosynthetic process."" [GOC:mengo_curators, GOC:TermGenie]",23,389,2,22737,0.005141388174807198,0.08695652173913043,query_1,"['GO:0009889', 'GO:0033014', 'GO:1901401']"
GO:BP,GO:0010030,positive regulation of seed germination,0.2318604654482952,False,"""Any process that activates or increase the rate of seed germination."" [GOC:sm]",23,389,2,22737,0.005141388174807198,0.08695652173913043,query_1,"['GO:0009845', 'GO:0010029', 'GO:0048582']"
GO:BP,GO:1901658,glycosyl compound catabolic process,0.2318604654482952,False,"""The chemical reactions and pathways resulting in the breakdown of glycosyl compound."" [GOC:pr, GOC:TermGenie]",23,389,2,22737,0.005141388174807198,0.08695652173913043,query_1,['GO:1901136']
GO:BP,GO:0048316,seed development,0.2318604654482952,False,"""The process whose specific outcome is the progression of the seed over time, from its formation to the mature structure. A seed is a propagating organ formed in the sexual reproductive cycle of gymnosperms and angiosperms, consisting of a protective coat enclosing an embryo and food reserves."" [GOC:jid, PO:0009010]",558,389,15,22737,0.038560411311053984,0.026881720430107527,query_1,"['GO:0009791', 'GO:0010154', 'GO:0048608']"
GO:BP,GO:0006835,dicarboxylic acid transport,0.2318604654482952,False,"""The directed movement of dicarboxylic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:krc]",23,389,2,22737,0.005141388174807198,0.08695652173913043,query_1,['GO:0046942']
GO:BP,GO:0010876,lipid localization,0.23258039422045346,False,"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]",122,389,5,22737,0.012853470437017995,0.040983606557377046,query_1,['GO:0033036']
GO:BP,GO:0080090,regulation of primary metabolic process,0.24333936244056756,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",2137,389,46,22737,0.11825192802056556,0.02152550304164717,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0042435,indole-containing compound biosynthetic process,0.24333936244056756,False,"""The chemical reactions and pathways resulting in the formation of compounds that contain an indole (2,3-benzopyrrole) skeleton."" [GOC:jl]",53,389,3,22737,0.007712082262210797,0.05660377358490566,query_1,"['GO:0009058', 'GO:0042430']"
GO:BP,GO:0009637,response to blue light,0.24333936244056756,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a blue light stimulus. Blue light is electromagnetic radiation with a wavelength of between 440 and 500nm."" [GOC:ai, GOC:mtg_far_red]",87,389,4,22737,0.010282776349614395,0.04597701149425287,query_1,['GO:0009416']
GO:BP,GO:0044273,sulfur compound catabolic process,0.24511140618919458,False,"""The chemical reactions and pathways resulting in the breakdown of compounds that contain sulfur, such as the amino acids methionine and cysteine or the tripeptide glutathione."" [GOC:jl]",24,389,2,22737,0.005141388174807198,0.08333333333333333,query_1,"['GO:0006790', 'GO:0009056']"
GO:BP,GO:0071482,cellular response to light stimulus,0.24768843237260982,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:mah]",125,389,5,22737,0.012853470437017995,0.04,query_1,"['GO:0009416', 'GO:0071478']"
GO:BP,GO:1900366,negative regulation of defense response to insect,0.2507191052439962,False,"""Any process that stops, prevents or reduces the frequency, rate or extent of defense response to insect."" [GOC:TermGenie, PMID:22474183]",4,389,1,22737,0.002570694087403599,0.25,query_1,"['GO:0002213', 'GO:0002832', 'GO:0031348', 'GO:0032102', 'GO:2000068']"
GO:BP,GO:0050667,homocysteine metabolic process,0.2507191052439962,False,"""The chemical reactions and pathways involving homocysteine, the amino acid alpha-amino-gamma-mercaptobutanoic acid. Homocysteine is an important intermediate in the metabolic reactions of its S-methyl derivative, methionine."" [ISBN:0198506732]",4,389,1,22737,0.002570694087403599,0.25,query_1,"['GO:0000096', 'GO:0170041', 'GO:1901605']"
GO:BP,GO:0090357,regulation of L-tryptophan metabolic process,0.2507191052439962,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."" [GOC:tb]",4,389,1,22737,0.002570694087403599,0.25,query_1,"['GO:0006521', 'GO:0006568', 'GO:0062012']"
GO:BP,GO:0006723,cuticle hydrocarbon biosynthetic process,0.2507191052439962,False,"""The chemical reactions and pathways resulting in the formation of hydrocarbons that make up the cuticle, the outer layer of some animals and plants, which acts to prevent water loss."" [GOC:ai]",4,389,1,22737,0.002570694087403599,0.25,query_1,"['GO:0042335', 'GO:0120251']"
GO:BP,GO:0016114,terpenoid biosynthetic process,0.2507191052439962,False,"""The chemical reactions and pathways resulting in the formation of terpenoids, any member of a class of compounds characterized by an isoprenoid chemical structure."" [GOC:ai]",126,389,5,22737,0.012853470437017995,0.03968253968253968,query_1,"['GO:0006721', 'GO:0008299']"
GO:BP,GO:0019346,transsulfuration,0.2507191052439962,False,"""The interconversion of homocysteine and cysteine via cystathionine. In contrast with enteric bacteria and mammals, Saccharomyces cerevisiae has two transsulfuration pathways employing two separate sets of enzymes."" [MetaCyc:PWY-801]",4,389,1,22737,0.002570694087403599,0.25,query_1,"['GO:0046439', 'GO:0050667']"
GO:BP,GO:0015697,quaternary ammonium group transport,0.2507191052439962,False,"""The directed movement into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore of quaternary ammonium compounds, any compound that can be regarded as derived from ammonium hydroxide or an ammonium salt by replacement of all four hydrogen atoms of the NH4+ ion by organic groups."" [GOC:ai, ISBN:0198506732]",4,389,1,22737,0.002570694087403599,0.25,query_1,['GO:0071705']
GO:BP,GO:0035821,modulation of process of another organism,0.2507191052439962,False,"""A process in which an organism effects a change in a biological process in another organism."" [GOC:bf]",4,389,1,22737,0.002570694087403599,0.25,query_1,['GO:0044419']
GO:BP,GO:2000762,regulation of phenylpropanoid metabolic process,0.25230659870126704,False,"""Any process that modulates the frequency, rate or extent of phenylpropanoid metabolic process."" [GOC:obol]",25,389,2,22737,0.005141388174807198,0.08,query_1,"['GO:0009698', 'GO:0043455']"
GO:BP,GO:0035265,organ growth,0.25230659870126704,False,"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]",25,389,2,22737,0.005141388174807198,0.08,query_1,"['GO:0032501', 'GO:0048589']"
GO:BP,GO:0051094,positive regulation of developmental process,0.2570462110834566,False,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",128,389,5,22737,0.012853470437017995,0.0390625,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']"
GO:BP,GO:0071229,cellular response to acid chemical,0.26184232932427626,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of the dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:mah, Wikipedia:Acid]",56,389,3,22737,0.007712082262210797,0.05357142857142857,query_1,"['GO:0001101', 'GO:0070887']"
GO:BP,GO:0071478,cellular response to radiation,0.26184232932427626,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]",129,389,5,22737,0.012853470437017995,0.03875968992248062,query_1,"['GO:0009314', 'GO:0071214']"
GO:BP,GO:0009845,seed germination,0.26637627728787217,False,"""The physiological and developmental changes that occur in a seed commencing with water uptake (imbibition) and terminating with the elongation of the embryonic axis."" [PMID:8281041]",170,389,6,22737,0.015424164524421594,0.03529411764705882,query_1,"['GO:0032501', 'GO:0090351']"
GO:BP,GO:0046148,pigment biosynthetic process,0.266662839870067,False,"""The chemical reactions and pathways resulting in the formation of a pigment, any general or particular coloring matter in living organisms, e.g. melanin."" [ISBN:0198506732]",130,389,5,22737,0.012853470437017995,0.038461538461538464,query_1,['GO:0042440']
GO:BP,GO:0071396,cellular response to lipid,0.26669558709304697,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:mah]",530,389,14,22737,0.03598971722365039,0.026415094339622643,query_1,"['GO:0033993', 'GO:0070887']"
GO:BP,GO:0009791,post-embryonic development,0.2721645495156779,False,"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]",1485,389,33,22737,0.08483290488431877,0.022222222222222223,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0008150,biological_process,0.2756899914986358,False,"""A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."" [GOC:pdt]",16488,389,295,22737,0.7583547557840618,0.01789180009704027,query_1,[]
GO:BP,GO:0071214,cellular response to abiotic stimulus,0.27597453022835683,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]",215,389,7,22737,0.017994858611825194,0.03255813953488372,query_1,"['GO:0009628', 'GO:0104004']"
GO:BP,GO:0043200,response to amino acid,0.27597453022835683,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]",27,389,2,22737,0.005141388174807198,0.07407407407407407,query_1,['GO:0001101']
GO:BP,GO:0090056,regulation of chlorophyll metabolic process,0.27597453022835683,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving chlorophyll."" [GOC:dph, GOC:tb]",27,389,2,22737,0.005141388174807198,0.07407407407407407,query_1,"['GO:0015994', 'GO:1901401']"
GO:BP,GO:0104004,cellular response to environmental stimulus,0.27597453022835683,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]",215,389,7,22737,0.017994858611825194,0.03255813953488372,query_1,['GO:0051716']
GO:BP,GO:0051240,positive regulation of multicellular organismal process,0.2842171165223347,False,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",96,389,4,22737,0.010282776349614395,0.041666666666666664,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0009806,lignan metabolic process,0.2842171165223347,False,"""The chemical reactions and pathways involving lignans, any member of a class of plant metabolites related to lignins. Lignans are usually found as phenylpropanoid dimers in which the phenylpropanoid units are linked tail to tail and thus having a 2,3 dibenzylbutane skeleton, but higher oligomers can also exist."" [GOC:jl, PMID:10074466]",5,389,1,22737,0.002570694087403599,0.2,query_1,['GO:0009698']
